# GPS Velocities in China. reference frame: ITRF2014        Version: 1.0
# ----------------------------------------------------------------------
# Velocities are extracted from the crustal deformation data of CMONOC:
#
#     Zhao B, et al., Crustal deformation on the Chinese mainland during
#     1998-2004 based on GPS data, Geodesy and Geodynamics (2015)
#     http://dx.doi.org/10.1016/j.geog.2014.12.006
#
# The original horizontal velocities are respect to the Eurasia plate,
# calculte the absolute values by:
#
#     V = ΔV + ω × X
#
# Where V is the absolute velocities vector of one GPS station, ΔV is
# velocities vector respected to Eurasia plate, ω is the Euler vector of
# Eurasia plate in ITRF2008, X is the coordinate vector of the station.
# ----------------------------------------------------------------------
# However, the reference frame of the calculted absolute velocities V is
# ITRF2008, transform them to ITRF2014 by:
#
#              .   .     .
#     V' = V + T + D·X + R·X
#
#       .  .  .
# Where T, D, R are transform parameters from ITRF2008 to ITRF2014, see:
#
#     http://itrf.ensg.ign.fr/doc_ITRF/Transfo-ITRF2014_ITRFs.txt
#
# ----------------------------------------------------------------------
# Units for the records:
#
#     Lat: Latitude in angle degree
#     Lon: Longitude in angle degree
#     Vx: Velocity(mm/yr) in X component
#     Vy: Velocity(mm/yr) in Y component
#     Vz: Velocity(mm/yr) in Z component
#
# ----------------------------------------------------------------------
# Lat     Lon      Vx      Vy      Vz
  35.8   118.6   -31.14   -9.98   -8.75
  35.6   118.9   -32.41   -9.92   -9.98
  35.5   119.5   -32.70  -10.98   -9.41
  35.1   118.2   -31.62   -9.93   -9.04
  35.1   118.9   -31.59  -10.03   -9.46
  34.6   119.3   -32.11  -11.07   -9.03
  34.5   118.6   -33.18  -10.35  -10.13
  34.9   118.0   -31.87  -10.00   -9.02
  34.6   117.7   -30.32   -7.82  -10.62
  35.1   117.1   -32.20   -8.16  -10.77
  34.3   117.2   -32.86   -9.88   -9.38
  33.9   117.9   -33.47  -11.65   -8.23
  34.0   118.3   -32.67  -10.40   -9.62
  34.1   119.2   -31.25  -10.37   -9.39
  34.0   119.8   -32.91  -12.79   -8.04
  33.5   120.0   -32.56  -11.04  -10.39
  33.5   119.0   -32.30  -11.25   -9.04
  33.8   118.7   -32.25  -11.18   -8.73
  33.5   118.2   -32.38   -9.73  -10.41
  33.5   117.9   -32.55  -11.04   -8.51
  33.6   117.6   -32.84  -10.60   -9.00
  33.6   117.0   -34.35  -10.26   -9.95
  33.2   119.4   -31.83  -10.53  -10.11
  32.7   119.0   -31.79  -11.07   -9.18
  33.0   118.5   -31.23  -10.07   -9.57
  32.6   117.7   -32.59  -10.64   -9.22
  32.7   116.7   -30.88  -10.16   -7.73
  32.5   117.1   -32.30  -10.19   -9.11
  32.3   118.3   -32.13  -10.88   -9.21
  32.4   119.5   -32.33  -12.92   -7.63
  31.7   118.3   -32.44  -11.51   -8.76
  31.7   117.8   -31.65  -10.27   -9.45
  31.9   117.4   -31.59   -9.65   -9.85
  31.1   118.2   -32.86  -11.71   -8.91
  31.4   119.5   -32.57  -11.54  -10.09
  34.8   118.7   -32.12  -10.52   -9.16
  34.8   118.5   -31.63  -10.42   -8.77
  36.1   116.6   -28.91   -5.36  -11.40
  38.0   116.6   -30.98   -7.77   -9.08
  34.2   116.7   -31.75   -9.25   -9.07
  32.1   116.8   -32.77  -10.02   -9.56
  34.8   116.8   -32.83  -11.05   -7.34
  31.5   116.9   -32.54  -10.40   -9.16
  35.8   117.0   -31.45   -9.18   -8.68
  36.7   117.1   -33.04   -9.34   -9.25
  37.3   117.2   -33.19   -7.98  -10.82
  37.8   117.4   -32.70   -9.07   -9.23
  33.1   117.5   -32.43  -10.27   -9.24
  34.9   117.5   -32.28  -10.19   -8.65
  33.9   117.5   -32.02  -10.14   -8.86
  36.9   117.6   -31.96   -9.74   -8.44
  36.4   117.6   -31.98   -9.20   -9.26
  35.2   117.7   -31.57  -10.12   -8.33
  38.1   117.8   -33.26   -8.49  -10.41
  34.2   117.8   -32.60  -10.42   -9.05
  35.5   118.0   -32.97  -10.11   -9.41
  35.8   118.2   -31.93   -9.84   -9.12
  37.5   118.3   -33.39   -9.49   -9.95
  37.9   118.4   -31.39   -9.63   -8.51
  36.0   118.5   -32.53   -9.95   -9.55
  38.4   120.9   -31.05  -10.77   -8.67
  38.2   120.8   -31.72  -11.16   -8.67
  37.6   122.1   -31.29  -11.98   -8.62
  37.4   122.7   -31.97  -12.07   -9.52
  37.3   120.8   -31.72  -10.78   -9.38
  37.1   121.3   -32.44  -11.93   -9.02
  37.2   121.8   -31.34  -11.28   -9.35
  37.1   119.4   -30.99   -7.50  -11.69
  37.1   119.7   -30.14   -9.64   -8.89
  36.9   119.1   -32.36  -10.36   -9.12
  36.9   120.3   -30.69  -10.41   -8.87
  36.9   121.7   -31.70  -11.40   -9.49
  36.7   120.8   -32.13  -10.71   -9.95
  36.7   119.5   -28.33   -6.84  -10.94
  36.5   120.1   -32.20  -11.18   -8.97
  36.4   120.9   -32.22  -11.50   -9.28
  36.4   118.8   -31.57   -9.80   -9.20
  36.3   119.3   -31.69  -10.83   -8.48
  36.1   118.9   -32.39  -10.46   -9.13
  35.9   120.0   -32.62  -11.12   -9.45
  35.4   119.1   -31.82  -10.12   -9.56
  35.3   118.6   -31.86   -9.92   -9.47
  35.1   119.4   -32.04  -10.79   -9.23
  35.0   118.6   -31.81  -10.11   -9.30
  34.8   118.2   -32.02  -10.29   -8.96
  34.7   118.8   -32.07  -10.56   -9.18
  34.4   119.1   -31.75  -10.21   -9.76
  34.3   118.4   -32.28  -10.47   -9.24
  34.3   120.1   -32.30  -12.14   -8.59
  33.9   120.4   -32.76  -12.53   -8.84
  33.8   118.1   -33.11  -10.85   -9.25
  33.8   119.5   -32.45  -11.26   -9.47
  33.5   120.5   -31.49  -12.18   -8.54
  33.4   118.7   -32.39  -11.04   -9.15
  32.8   117.9   -32.15  -10.30   -9.47
  32.8   120.8   -31.23  -11.40   -9.88
  32.7   119.8   -32.59  -11.06  -10.54
  32.6   118.5   -31.16   -9.59  -10.33
  32.2   117.8   -31.89  -10.21   -9.54
  32.1   121.6   -31.39  -11.85  -10.39
  32.1   118.8   -31.99  -11.20   -9.18
  32.1   119.4   -32.48  -11.88   -9.19
  31.7   121.4   -31.84  -12.54   -9.80
  31.7   120.4   -32.47  -12.14   -9.91
  31.4   117.4   -32.33  -10.24   -9.75
  31.3   121.2   -32.77  -13.18   -9.65
  31.3   118.8   -32.04  -11.29   -9.38
  31.0   120.5   -31.67  -12.03   -9.78
  30.9   121.9   -32.88  -13.29  -10.45
  31.0   117.3   -32.21  -10.55   -9.25
  30.9   117.9   -31.41  -10.33   -9.59
  30.9   119.5   -31.45  -11.05  -10.08
  30.9   121.3   -31.94  -13.19   -9.16
  30.4   120.8   -30.90  -11.45  -10.48
  30.3   122.2   -33.01  -14.17   -9.87
  30.2   121.2   -31.35  -12.50   -9.81
  31.7   121.8   -31.08  -12.54   -9.53
  36.7   119.0   -31.74   -8.38  -11.03
  35.5   117.6   -31.74   -9.27   -9.33
  34.7   118.4   -32.03  -10.07   -9.45
  34.2   118.9   -31.74  -10.74   -8.97
  38.3   116.8   -34.61   -9.84   -8.85
  38.4   115.3   -32.09  -10.56   -5.47
  38.0   117.2   -31.25   -8.19   -9.17
  38.3   114.6   -32.36   -8.09   -7.96
  38.2   116.1   -34.67   -9.28   -9.01
  37.7   116.8   -30.69   -5.44  -11.83
  37.7   116.3   -30.18   -7.34   -9.00
  37.6   114.9   -29.70   -9.91   -4.78
  37.9   114.4   -31.91   -8.07   -7.70
  38.3   113.9   -32.04   -7.81   -7.60
  38.2   114.2   -36.02   -9.62   -7.82
  37.8   113.6   -31.93   -7.10   -8.31
  37.6   117.6   -31.52   -8.79   -9.07
  36.9   116.0   -30.57  -10.01   -6.09
  37.1   115.6   -35.76   -8.70  -10.28
  37.3   115.4   -33.38   -8.65   -8.75
  37.4   114.8   -32.29   -7.67   -8.82
  36.9   116.6   -33.56   -8.67   -9.91
  36.3   116.2   -28.13   -6.44   -9.27
  36.4   114.7   -33.02   -9.37   -7.39
  36.7   114.2   -33.15   -7.57   -9.19
  35.8   116.1   -31.25   -8.30   -8.96
  36.1   115.8   -30.39  -10.14   -5.85
  35.6   114.5   -32.17   -7.56   -9.26
  35.5   113.8   -32.48   -7.32   -9.21
  36.0   113.8   -32.27   -8.00   -8.08
  36.2   113.4   -32.51   -7.69   -8.22
  35.3   115.4   -30.72   -7.72   -9.00
  35.3   115.1   -32.81   -8.27   -9.31
  35.2   114.2   -33.13   -7.51   -9.77
  35.3   113.2   -32.42   -7.79   -8.15
  34.4   115.6   -31.77   -8.83   -8.66
  34.8   114.4   -33.92   -7.63  -10.40
  34.1   112.0   -32.71   -7.04   -8.69
  33.0   114.3   -32.44   -8.89   -8.34
  33.5   112.4   -30.78   -7.17   -7.96
  32.9   115.8   -31.82   -8.65   -9.62
  32.8   113.3   -33.17   -9.17   -7.54
  33.3   111.5   -30.07   -4.69  -10.38
  31.7   115.9   -31.76   -8.82   -9.88
  32.1   114.1   -31.89   -7.67   -9.85
  32.5   112.4   -33.41   -7.08   -9.97
  31.3   114.6   -34.20  -10.23   -8.39
  31.7   113.3   -33.76   -8.84   -8.74
  37.8   115.5   -34.27   -9.32   -8.39
  37.9   115.2   -33.08   -8.79   -8.09
  38.2   114.9   -33.04   -8.50   -8.10
  37.7   112.6   -33.15   -7.38   -7.88
  37.6   112.7   -34.56   -8.05   -7.88
  36.4   112.8   -32.96   -7.74   -7.86
  37.8   112.9   -32.71   -6.88   -8.45
  36.1   113.2   -32.28   -7.29   -8.47
  36.6   113.4   -31.94   -7.32   -8.25
  38.1   113.8   -31.95   -6.92   -8.58
  37.0   113.9   -33.03   -8.41   -7.77
  37.7   113.9   -31.35   -7.49   -7.78
  36.2   114.1   -31.14   -6.07  -10.02
  32.6   114.1   -32.25   -8.31   -8.98
  37.5   114.2   -31.83   -7.55   -8.24
  33.6   114.5   -33.02   -8.82   -8.78
  36.8   114.5   -33.92   -7.71   -9.65
  36.2   114.6   -33.07   -8.50   -8.47
  34.3   114.7   -32.29   -8.92   -8.14
  35.2   114.6   -31.58   -8.06   -8.47
  32.0   114.9   -34.30   -9.97   -8.90
  38.1   115.0   -32.93   -8.31   -8.35
  33.0   115.1   -31.67   -9.06   -8.31
  32.5   115.1   -32.28   -8.81   -9.23
  34.8   115.1   -31.14   -7.69   -9.22
  33.6   115.2   -31.54   -9.07   -8.10
  35.7   115.6   -31.00   -7.88   -8.98
  38.0   115.7   -30.63   -8.79   -7.07
  36.7   115.8   -30.36   -7.35   -9.07
  37.3   116.0   -32.99  -10.97   -6.25
  32.3   116.1   -31.91   -9.61   -8.81
  33.9   116.1   -34.02  -10.21   -8.87
  34.6   116.3   -32.77  -10.89   -7.13
  31.6   116.4   -32.78   -9.67   -9.88
  38.3   116.4   -32.86   -8.59   -8.96
  33.3   116.5   -32.06   -9.52   -9.05
  35.8   115.0   -31.78   -7.59   -9.31
  38.5   116.1   -33.10   -8.28   -9.16
  38.0   115.0   -32.88   -8.02   -8.69
  37.7   115.7   -31.64   -8.12   -8.50
  37.1   114.5   -32.82   -8.28   -8.25
  35.4   116.5   -31.88   -9.48   -8.30
  36.1   114.3   -32.05   -6.45  -10.25
  35.5   112.8   -30.85   -5.96   -9.29
  38.4   117.4   -35.39  -10.99   -8.44
  41.3   110.9   -30.16   -5.74   -6.33
  41.1   111.4   -30.44   -5.60   -6.94
  41.0   110.1   -30.46   -5.60   -6.19
  40.7   111.2   -30.62   -4.74   -7.93
  40.6   110.5   -31.70   -6.43   -6.12
  40.6   110.0   -29.78   -5.25   -6.32
  40.4   111.8   -31.16   -5.97   -7.28
  40.3   111.2   -31.60   -6.01   -7.06
  39.8   110.8   -31.41   -5.54   -7.37
  39.6   112.3   -30.96   -5.89   -7.82
  39.4   111.5   -32.25   -6.69   -7.02
  38.3   113.3   -32.07   -6.52   -8.69
  37.9   113.2   -33.11   -7.36   -8.27
  38.0   112.6   -32.94   -6.96   -8.19
  37.5   112.8   -33.66   -7.32   -8.41
  37.2   112.5   -32.08   -7.37   -7.41
  37.5   112.1   -34.02   -6.25   -9.35
  36.8   112.8   -32.65   -7.27   -8.18
  36.9   111.8   -33.25   -7.09   -7.90
  36.6   112.4   -32.60   -7.08   -8.13
  36.2   112.2   -32.72   -7.14   -8.09
  36.3   111.8   -33.61   -6.31   -9.24
  36.1   111.5   -34.15   -5.98   -9.76
  36.1   110.7   -36.09   -5.64  -10.48
  35.7   112.2   -33.02   -7.24   -8.26
  35.5   111.3   -33.21   -6.93   -8.09
  35.6   110.7   -32.31   -6.67   -7.47
  35.3   111.7   -32.42   -6.99   -7.98
  35.0   111.0   -33.10   -8.63   -5.66
  35.3   110.2   -34.10   -6.60   -8.11
  34.8   111.2   -33.58   -6.46   -9.05
  34.8   110.4   -32.03   -6.50   -7.53
  34.1   111.1   -32.57   -6.75   -8.25
  41.8   110.0   -32.50   -6.69   -5.59
  41.4   107.0   -30.79   -4.61   -5.40
  41.2   109.8   -30.58   -4.77   -6.89
  41.0   109.1   -30.92   -6.13   -5.16
  41.1   108.3   -31.86   -5.55   -5.62
  40.9   107.2   -31.77   -4.61   -5.95
  40.6   109.5   -29.62   -4.18   -7.13
  40.9   108.6   -31.47   -6.32   -4.86
  40.8   107.9   -30.07   -4.55   -5.88
  40.3   109.9   -30.42   -5.99   -5.77
  40.3   107.0   -30.52   -1.85   -8.63
  39.8   110.0   -32.50   -7.36   -5.24
  39.9   108.7   -32.51   -6.50   -5.30
  39.4   109.8   -31.95   -5.83   -6.70
  39.1   108.0   -32.87   -5.87   -5.84
  38.3   109.8   -32.77   -5.97   -7.16
  38.5   107.2   -33.34   -5.18   -6.38
  36.7   109.4   -33.49   -6.63   -6.75
  36.8   107.2   -33.78   -4.99   -7.20
  35.6   109.8   -33.22   -6.52   -7.38
  35.3   107.4   -33.72   -5.04   -7.68
  35.0   109.0   -35.36   -6.86   -7.42
  35.0   109.6   -32.66   -6.04   -7.75
  34.8   110.0   -32.94   -6.35   -7.86
  34.5   109.7   -33.94   -6.58   -7.87
  34.6   108.9   -33.78   -6.02   -7.84
  34.5   108.2   -34.24   -6.11   -7.35
  34.5   107.4   -34.28   -5.16   -7.99
  34.3   110.0   -32.86   -6.24   -8.11
  34.3   108.2   -34.87   -5.08   -9.13
  33.9   109.9   -34.15   -7.19   -7.47
  34.1   108.9   -33.01   -6.38   -7.13
  34.1   108.2   -36.29   -6.12   -8.39
  34.1   107.6   -35.76   -6.33   -7.29
  34.1   107.3   -35.46   -5.57   -7.96
  39.9   106.8   -30.51   -4.15   -6.00
  39.5   106.7   -33.03   -5.21   -5.66
  39.0   106.1   -31.44   -4.78   -5.29
  39.1   106.5   -33.38   -5.42   -5.47
  38.8   106.7   -32.75   -4.87   -6.10
  38.7   106.2   -31.64   -4.59   -5.72
  38.5   106.6   -32.62   -4.82   -6.12
  38.4   105.7   -32.67   -5.84   -4.27
  37.8   106.4   -34.07   -5.13   -6.26
  37.5   113.0   -32.64   -7.61   -7.71
  40.0   110.9   -31.54   -6.02   -6.91
  40.1   111.1   -30.82   -6.47   -6.20
  40.4   111.3   -32.65   -7.59   -5.82
  40.6   111.5   -31.40   -5.98   -7.13
  40.8   111.6   -30.98   -4.22   -8.86
  41.1   111.8   -30.54   -5.81   -7.01
  41.9   108.9   -31.26   -4.79   -6.42
  41.4   107.6   -30.91   -3.99   -6.48
  41.8   107.9   -31.44   -5.24   -5.42
  41.2   108.7   -30.06   -5.14   -5.64
  41.5   109.2   -30.93   -5.25   -6.09
  40.9   109.5   -30.16   -5.41   -5.93
  40.5   109.7   -31.87   -6.74   -5.34
  40.8   110.2   -30.04   -5.58   -6.15
  40.4   110.2   -31.91   -6.53   -5.94
  41.3   110.3   -31.49   -6.22   -5.99
  40.9   110.8   -31.98   -6.65   -6.13
  40.4   110.9   -30.45   -6.45   -5.88
  40.2   111.5   -30.04   -6.16   -6.44
  40.7   112.0   -30.02   -6.00   -6.80
  40.4   112.0   -31.13   -6.12   -7.23
  41.9   112.5   -30.63   -5.45   -7.64
  39.9   111.8   -31.53   -6.22   -7.30
  39.6   112.7   -32.10   -6.55   -7.87
  38.9   112.6   -32.36   -7.08   -7.52
  38.6   112.5   -32.43   -6.52   -8.21
  38.2   112.5   -32.81   -6.74   -8.25
  37.8   112.2   -31.05   -6.02   -8.15
  37.7   111.7   -31.49   -7.19   -6.63
  37.4   111.7   -33.16   -6.90   -7.87
  37.1   111.4   -33.48   -6.94   -7.82
  35.1   110.2   -34.28   -6.59   -8.27
  34.0   110.5   -32.90   -6.91   -7.72
  34.5   110.8   -32.39   -4.95  -10.24
  35.2   110.7   -33.14   -6.43   -8.32
  35.5   111.0   -33.10   -6.97   -7.74
  35.9   111.0   -33.69   -6.76   -8.19
  35.3   111.2   -33.39   -7.47   -7.45
  36.2   111.4   -34.14   -7.14   -8.16
  35.9   111.4   -33.94   -6.89   -8.47
  37.0   111.2   -32.95   -7.03   -7.33
  36.4   111.5   -33.34   -6.66   -8.39
  35.8   111.7   -32.93   -7.23   -7.79
  34.8   111.8   -32.86   -7.14   -8.26
  36.6   111.7   -30.40   -6.16   -7.66
  36.1   111.7   -32.64   -6.69   -8.25
  35.9   112.1   -32.94   -7.19   -8.14
  37.3   112.1   -33.67   -7.62   -7.57
  37.5   112.5   -32.85   -6.75   -8.47
  33.9   112.5   -32.14   -7.64   -8.03
  40.6   108.6   -32.05   -4.84   -6.77
  40.6   106.5   -31.97   -4.65   -5.59
  40.6   107.3   -31.76   -3.64   -7.16
  40.3   105.8   -31.47   -4.64   -5.03
  40.5   109.3   -32.31   -5.32   -6.81
  40.0   110.6   -30.78   -5.92   -6.50
  40.8   105.1   -31.22   -3.36   -5.85
  39.9   112.2   -32.13   -6.53   -7.48
  39.8   107.6   -32.37   -4.83   -6.42
  39.6   112.9   -32.01   -6.85   -7.63
  39.4   105.8   -32.33   -4.94   -5.13
  39.2   106.9   -31.71   -4.09   -6.71
  39.1   110.9   -32.35   -6.51   -6.92
  38.9   106.4   -32.29   -5.67   -4.76
  38.8   105.4   -32.51   -5.03   -4.91
  38.6   112.0   -32.71   -6.63   -7.85
  38.5   108.8   -33.03   -6.01   -6.44
  38.2   106.6   -32.52   -5.08   -5.83
  37.6   108.8   -33.93   -5.95   -7.10
  37.5   110.3   -33.39   -6.32   -7.59
  37.0   111.0   -33.00   -6.91   -7.35
  36.8   108.2   -34.51   -5.15   -8.09
  36.6   111.4   -33.57   -6.87   -8.10
  35.7   109.0   -33.03   -6.11   -7.16
  35.4   109.2   -34.86   -6.59   -7.60
  34.8   108.3   -33.53   -5.75   -7.52
  34.7   108.5   -33.79   -5.75   -7.84
  34.6   109.4   -32.26   -6.11   -7.41
  34.6   108.6   -33.88   -6.19   -7.40
  34.4   108.7   -33.48   -6.36   -7.11
  34.3   108.7   -34.61   -5.70   -8.60
  34.3   107.7   -34.16   -5.40   -7.93
  34.2   109.4   -33.18   -5.57   -8.73
  41.3   107.8   -30.89   -4.32   -6.26
  41.3   107.5   -29.59   -2.79   -7.29
  36.1   107.8   -32.06   -5.01   -7.12
  39.2   106.3   -31.26   -4.29   -5.92
  38.4   106.2   -32.32   -5.05   -5.47
  37.5   106.7   -32.75   -4.57   -6.78
  37.9   113.2   -30.38   -6.76   -7.60
  48.3   134.3   -27.42   -7.18  -12.64
  46.8   134.0   -30.74   -7.09  -15.42
  51.7   126.7   -26.01   -6.27   -8.45
  49.3   129.6   -27.24   -7.92   -9.84
  47.8   128.9   -28.24   -8.48  -10.25
  48.5   126.1   -28.56   -8.31   -9.10
  43.7   127.4   -35.59   -9.81  -14.64
  42.4   128.1   -36.66  -15.16  -11.89
  41.7   126.0   -34.37  -14.63   -9.58
  53.5   122.3   -27.01   -6.32   -6.86
  50.8   121.5   -27.49   -5.17   -8.27
  48.8   121.9   -29.48   -5.58   -9.65
  44.6   120.9   -34.10   -7.80  -11.14
  42.1   122.9   -31.59  -10.74   -9.20
  41.7   122.1   -30.70   -9.93   -9.06
  41.8   120.8   -30.57   -9.59   -8.48
  41.1   121.2   -31.09   -9.56   -9.27
  41.1   122.9   -31.08  -10.69   -9.25
  41.8   123.5   -31.17   -9.96  -10.14
  41.5   122.7   -31.10  -10.48   -9.21
  41.9   124.0   -34.74  -11.30  -11.40
  42.1   124.9   -33.37  -12.34  -10.11
  40.2   124.5   -32.65  -12.00  -10.37
  40.5   124.0   -30.92  -10.66  -10.10
  40.2   123.3   -31.74  -12.32   -8.63
  40.2   122.2   -30.28  -10.04   -9.24
  40.6   120.7   -31.00   -9.26   -9.37
  39.6   122.0   -31.27  -10.57   -9.40
  39.8   122.9   -31.27  -11.45   -9.04
  39.1   123.2   -32.06  -12.02   -9.42
  39.4   121.5   -29.78   -9.86   -8.91
  38.8   121.2   -30.33   -9.82   -9.30
  49.6   117.4   -28.94   -4.35   -8.20
  48.7   116.8   -28.87   -4.36   -8.17
  48.0   118.3   -29.55   -5.46   -8.44
  47.2   119.9   -29.58   -5.93   -9.05
  45.5   116.9   -30.53   -6.11   -8.39
  41.9   115.3   -31.11   -6.25   -8.70
  42.3   119.0   -32.37   -7.08  -10.62
  41.2   119.4   -30.14   -8.47   -8.66
  43.7   112.0   -31.20   -4.27   -8.27
  40.8   122.4   -30.60   -9.98   -9.43
  40.9   122.2   -30.40  -10.92   -8.22
  41.1   122.0   -32.94  -10.77   -9.73
  41.2   122.3   -29.91  -10.48   -8.33
  41.3   121.6   -30.68   -9.23   -9.54
  42.4   124.4   -30.59   -9.79  -10.26
  42.4   122.0   -31.33  -10.13   -8.96
  42.4   122.6   -28.68  -10.43   -7.48
  42.2   123.8   -30.47  -10.29   -9.44
  42.2   123.3   -31.45  -10.44   -9.60
  42.1   126.9   -33.49  -13.17  -10.79
  41.9   122.4   -31.16  -10.52   -8.90
  41.9   123.0   -31.85   -9.77  -10.39
  41.6   122.5   -30.22   -9.21   -9.73
  41.6   121.4   -30.51   -9.88   -8.59
  41.5   123.3   -29.25   -9.75   -9.13
  41.5   128.1   -35.17  -14.67  -11.67
  41.4   125.1   -31.78  -11.86   -9.91
  41.2   123.6   -30.68  -10.33   -9.75
  41.0   125.9   -32.36  -12.59  -10.28
  41.0   121.6   -31.57   -9.81   -9.61
  40.8   124.7   -35.41   -9.48  -14.52
  40.2   122.8   -30.62  -10.54   -9.34
  40.2   123.9   -31.11  -11.63   -9.31
  39.9   121.9   -30.77  -10.48   -9.01
  39.8   124.0   -31.55  -11.75   -9.68
  39.8   123.4   -31.44  -11.35   -9.60
  39.8   121.5   -30.73   -9.87   -9.37
  39.7   122.5   -30.51  -10.49   -9.29
  39.2   122.4   -31.11  -11.32   -8.92
  52.9   125.7   -26.17   -5.79   -8.13
  52.2   122.1   -27.02   -5.34   -7.77
  51.7   124.4   -26.88   -5.82   -8.34
  50.4   119.3   -27.67   -4.93   -7.80
  49.8   122.1   -29.77   -5.88   -9.31
  49.6   125.8   -27.56   -6.70   -9.25
  48.8   124.3   -28.54   -6.45   -9.57
  48.8   118.4   -28.33   -4.70   -8.33
  48.7   127.6   -27.57   -8.07   -9.32
  48.6   115.9   -28.75   -4.38   -7.76
  48.4   120.3   -29.24   -5.43   -9.09
  48.1   133.3   -26.58   -7.93  -11.33
  47.7   131.1   -28.85   -7.83  -12.04
  47.5   122.2   -28.93   -6.62   -9.15
  47.4   127.0   -29.29   -8.09  -10.43
  47.3   132.6   -28.94   -7.26  -13.31
  46.8   129.6   -29.99   -8.77  -11.77
  46.6   125.2   -29.47   -8.34   -9.78
  46.5   117.9   -30.13   -5.60   -8.85
  46.4   123.4   -29.40   -7.71   -9.45
  46.5   133.0   -30.25   -8.03  -14.17
  46.3   126.3   -30.14   -9.40   -9.97
  46.0   133.7   -31.64   -8.74  -15.17
  46.0   128.1   -29.76   -9.31  -10.82
  45.7   130.1   -31.90   -9.46  -13.16
  45.6   131.8   -33.03   -9.58  -14.73
  45.5   119.7   -30.14   -7.40   -8.53
  45.5   125.0   -30.48   -8.09  -10.83
  45.3   123.7   -30.27   -8.79   -9.55
  45.2   128.0   -31.28   -8.44  -12.69
  45.2   115.2   -30.00   -5.36   -8.04
  45.0   128.8   -32.07   -9.26  -13.05
  44.8   126.5   -31.42  -10.18  -10.75
  44.7   113.5   -30.16   -5.45   -7.27
  44.5   127.2   -31.80  -10.27  -11.41
  44.6   117.8   -30.51   -6.58   -8.70
  44.5   125.2   -30.29   -9.17  -10.32
  44.0   129.0   -33.97  -11.46  -13.09
  44.0   126.2   -31.52   -9.89  -11.19
  44.0   119.4   -30.82   -7.28   -9.27
  44.0   123.9   -31.02   -9.75   -9.71
  43.8   113.7   -30.37   -5.54   -7.62
  43.4   117.6   -31.15   -6.40   -9.44
  43.2   118.6   -30.08   -7.70   -8.31
  43.2   116.8   -31.32   -6.15   -9.38
  43.1   131.1   -32.51  -11.46  -13.79
  43.1   124.4   -31.61  -10.51  -10.00
  43.0   115.5   -31.31   -6.34   -8.50
  43.0   126.7   -32.68  -10.89  -11.77
  42.9   110.8   -31.22   -3.87   -8.22
  42.9   120.6   -30.67   -8.81   -8.83
  42.7   112.7   -30.94   -5.20   -7.92
  42.7   117.6   -30.17   -7.54   -8.09
  42.6   114.2   -31.23   -5.72   -8.43
  42.6   119.6   -29.48   -8.56   -7.92
  42.4   108.9   -31.43   -5.00   -6.15
  42.3   115.8   -31.08   -6.76   -8.37
  42.3   115.0   -30.77   -6.37   -8.13
  42.3   129.2   -36.02  -15.92  -11.65
  42.1   118.0   -30.46   -8.79   -7.43
  42.0   113.8   -30.22   -6.32   -7.31
  42.0   113.1   -30.53   -5.71   -7.65
  41.8   111.2   -30.27   -5.40   -6.80
  41.7   118.9   -30.06   -7.97   -8.67
  41.7   115.7   -30.82   -7.38   -7.72
  41.7   116.4   -30.30   -7.76   -7.51
  41.6   120.0   -29.77   -8.33   -8.83
  41.6   117.5   -30.52   -8.42   -7.64
  41.6   114.4   -30.06   -6.26   -7.75
  41.2   120.3   -30.45   -8.95   -8.91
  41.4   119.6   -33.55   -8.42  -10.69
  44.6   129.6   -33.91  -11.14  -13.39
  45.5   124.3   -34.51  -10.65  -10.63
  40.6   122.5   -31.23  -10.53   -9.41
  30.0   122.3   -32.77  -13.97  -10.16
  29.6   121.4   -33.90  -15.67   -7.83
  26.7   120.4   -31.01  -12.66   -9.82
  10.9   114.1   -27.75  -10.84   -8.38
  30.6   117.0   -31.65   -9.69   -9.97
  30.6   118.9   -33.67  -11.88  -10.20
  26.3   117.6   -31.72  -11.97   -8.60
  26.0   119.4   -30.31  -11.95   -9.50
  25.5   119.8   -30.67  -12.90   -8.83
  25.0   118.8   -31.87  -11.59  -11.49
  24.8   118.6   -31.05  -11.93   -9.86
  24.1   117.6   -32.13  -11.83  -10.21
  24.7   116.7   -32.32  -11.46   -9.67
  23.4   117.0   -31.05  -10.99  -10.32
  23.7   116.7   -29.54  -10.34   -9.57
  23.4   115.8   -29.14  -10.09   -8.70
  23.0   115.6   -32.10  -11.07   -9.55
  31.9   112.1   -33.22   -8.40   -7.83
  31.0   110.4   -32.62   -7.96   -6.78
  24.8   113.6   -32.17   -9.75   -8.89
  23.5   111.3   -31.99   -9.32   -7.13
  22.8   114.5   -31.27   -9.45  -10.79
  22.6   113.9   -32.36  -10.55   -8.73
  22.3   112.7   -32.19   -9.28   -9.82
  21.6   112.6   -32.17   -9.33   -9.88
  21.9   112.0   -32.20   -9.27   -9.03
  22.8   111.6   -32.76   -9.21   -8.71
  21.9   110.9   -31.93   -9.08   -7.64
  22.7   110.1   -31.85   -8.07   -8.43
  21.6   110.3   -31.96   -8.21   -8.96
  20.3   110.2   -30.87   -7.87   -9.29
  20.0   110.2   -30.78   -8.00   -9.04
  33.5   108.0   -34.08   -6.21   -7.23
